idx,db_id,question,gold_sql,hardness,din_sql_pred,din_sql_correct,dail_sql_pred,dail_sql_correct
374,cre_Doc_Template_Mgt,Return the id and name of the document with the most paragraphs.,"SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",extra,SELECT INVALID,False,"SELECT d.Document_ID, d.Document_Name FROM Documents d JOIN Paragraphs p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID, d.Document_Name ORDER BY COUNT(p.Paragraph_ID) DESC LIMIT 1",True
375,cre_Doc_Template_Mgt,What is the document id with least number of paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,hard,SELECT INVALID,False,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY COUNT(*) ASC LIMIT 1,True
376,cre_Doc_Template_Mgt,Return the id of the document with the fewest paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,hard,SELECT INVALID,False,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY COUNT(*) ASC LIMIT 1,True
377,cre_Doc_Template_Mgt,What is the document id with 1 to 2 paragraphs?,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,hard,SELECT INVALID,False,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(Paragraph_ID) BETWEEN 1 AND 2,True
378,cre_Doc_Template_Mgt,Give the ids of documents that have between one and two paragraphs.,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,hard,SELECT INVALID,False,SELECT T1.Document_ID FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID HAVING COUNT(*) BETWEEN 1 AND 2,True
379,cre_Doc_Template_Mgt,Show the document id with paragraph text 'Brazil' and 'Ireland'.,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',hard,SELECT DISTINCT T1.Document_ID FROM Paragraphs AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID WHERE T1.Paragraph_Text = 'Brazil' AND T2.Paragraph_Text = 'Ireland',True,SELECT p1.Document_ID FROM Paragraphs p1 JOIN Paragraphs p2 ON p1.Document_ID = p2.Document_ID WHERE p1.Paragraph_Text LIKE '%Brazil%' AND p2.Paragraph_Text LIKE '%Ireland%',True
380,cre_Doc_Template_Mgt,What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',hard,SELECT T1.Document_ID FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Paragraph_Text = 'Brazil' INTERSECT SELECT T1.Document_ID FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID WHERE T2.Paragraph_Text = 'Ireland',True,SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%Brazil%' INTERSECT SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%Ireland%',True
381,course_teach,How many teachers are there?,SELECT count(*) FROM teacher,easy,SELECT count(*) FROM teacher,True,SELECT count(*) FROM teacher,True
382,course_teach,What is the total count of teachers?,SELECT count(*) FROM teacher,easy,SELECT count(*) FROM teacher,True,SELECT COUNT(*) FROM teacher,True
383,course_teach,List the names of teachers in ascending order of age.,SELECT Name FROM teacher ORDER BY Age ASC,medium,SELECT Name FROM teacher ORDER BY Age ASC,True,SELECT Name FROM teacher ORDER BY Age ASC,True
384,course_teach,What are the names of the teachers ordered by ascending age?,SELECT Name FROM teacher ORDER BY Age ASC,medium,SELECT INVALID,False,SELECT Name FROM teacher ORDER BY Age ASC,True
385,course_teach,What are the age and hometown of teachers?,"SELECT Age ,  Hometown FROM teacher",easy,"SELECT Age, Hometown FROM teacher",True,"SELECT Age, Hometown FROM teacher",True
386,course_teach,What is the age and hometown of every teacher?,"SELECT Age ,  Hometown FROM teacher",easy,"SELECT Age, Hometown FROM teacher",True,"SELECT Age, Hometown FROM teacher",True
387,course_teach,List the name of teachers whose hometown is not `` Little Lever Urban District '' .,"select name from teacher where hometown != ""little lever urban district""",easy,SELECT INVALID,False,SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District',False
388,course_teach,What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,"select name from teacher where hometown != ""little lever urban district""",easy,SELECT INVALID,False,"SELECT Name FROM teacher WHERE Hometown != ""Little Lever Urban District""",False
389,course_teach,Show the name of teachers aged either 32 or 33?,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,easy,SELECT Name FROM teacher WHERE Age = 32 OR Age = 33,True,SELECT Name FROM teacher WHERE Age = 32 OR Age = 33,True
390,course_teach,What are the names of the teachers who are aged either 32 or 33?,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,easy,SELECT teacher.Name FROM teacher WHERE teacher.Age = 32 OR teacher.Age = 33,True,SELECT Name FROM teacher WHERE Age = 32 OR Age = 33,True
391,course_teach,What is the hometown of the youngest teacher?,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,medium,SELECT INVALID,False,SELECT Hometown FROM teacher ORDER BY CAST(Age AS INTEGER) ASC LIMIT 1,True
392,course_teach,Where is the youngest teacher from?,SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,medium,SELECT INVALID,False,SELECT Hometown FROM teacher WHERE Age = (SELECT MIN(Age) FROM teacher) LIMIT 1,True
393,course_teach,Show different hometown of teachers and the number of teachers from each hometown.,"SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown",medium,SELECT INVALID,False,"SELECT Hometown, COUNT(*) FROM teacher GROUP BY Hometown",True
394,course_teach,"For each hometown, how many teachers are there?","SELECT Hometown ,  COUNT(*) FROM teacher GROUP BY Hometown",medium,SELECT INVALID,False,"SELECT Hometown, COUNT(*) FROM teacher GROUP BY Hometown",True
395,course_teach,List the most common hometown of teachers.,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,hard,SELECT teacher.Hometown FROM teacher GROUP BY teacher.Hometown ORDER BY COUNT(*) DESC LIMIT 1,True,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,True
396,course_teach,What is the most commmon hometowns for teachers?,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,hard,"SELECT hometown, COUNT(*) FROM teacher GROUP BY hometown ORDER BY COUNT(*) DESC LIMIT 1",False,SELECT Hometown FROM teacher GROUP BY Hometown ORDER BY COUNT(*) DESC LIMIT 1,True
397,course_teach,Show the hometowns shared by at least two teachers.,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,hard,SELECT INVALID,False,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*) >= 2,True
398,course_teach,What are the towns from which at least two teachers come from?,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*)  >=  2,hard,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*) >= 2,True,SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*) >= 2,True
399,course_teach,Show names of teachers and the courses they are arranged to teach.,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID",medium,"SELECT T1.Name , T3.Course FROM teacher AS T1 JOIN course_arrange AS T2 ON T1.Teacher_ID = T2.Teacher_ID JOIN course AS T3 ON T2.Course_ID = T3.Course_ID",True,"SELECT DISTINCT t.Name, c.Course FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID JOIN course c ON ca.Course_ID = c.Course_ID",True
400,course_teach,What is the name of each teacher and what course they teach?,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID",medium,SELECT INVALID,False,"SELECT t.Name, c.Course FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID JOIN course c ON ca.Course_ID = c.Course_ID",True
401,course_teach,Show names of teachers and the courses they are arranged to teach in ascending alphabetical order of the teacher's name.,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",hard,SELECT INVALID,False,"SELECT t.Name, c.Course FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID JOIN course c ON ca.Course_ID = c.Course_ID ORDER BY t.Name ASC",True
402,course_teach,What are the names of the teachers and the courses they teach in ascending alphabetical order by the name of the teacher?,"SELECT T3.Name ,  T2.Course FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID ORDER BY T3.Name",hard,SELECT INVALID,False,"SELECT t.Name, c.Course FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID JOIN course c ON ca.Course_ID = c.Course_ID ORDER BY t.Name ASC",True
403,course_teach,Show the name of the teacher for the math course.,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",medium,SELECT INVALID,False,SELECT t.Name FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID JOIN course c ON ca.Course_ID = c.Course_ID WHERE c.Course = 'math',False
404,course_teach,What are the names of the people who teach math courses?,"SELECT T3.Name FROM course_arrange AS T1 JOIN course AS T2 ON T1.Course_ID  =  T2.Course_ID JOIN teacher AS T3 ON T1.Teacher_ID  =  T3.Teacher_ID WHERE T2.Course  =  ""Math""",medium,SELECT INVALID,False,SELECT DISTINCT T2.Name FROM course AS T1 JOIN course_arrange AS T3 ON T1.Course_ID = T3.Course_ID JOIN teacher AS T2 ON T3.Teacher_ID = T2.Teacher_ID WHERE T1.Course = 'math',False
405,course_teach,Show names of teachers and the number of courses they teach.,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",hard,SELECT INVALID,False,"SELECT t.Name, COUNT(ca.Course_ID) AS number_of_courses FROM teacher t LEFT JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID GROUP BY t.Teacher_ID, t.Name",False
406,course_teach,What are the names of the teachers and how many courses do they teach?,"SELECT T2.Name ,  COUNT(*) FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name",hard,SELECT INVALID,False,"SELECT t.Name, COUNT(ca.Course_ID) AS number_of_courses FROM teacher t LEFT JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID GROUP BY t.Teacher_ID, t.Name ORDER BY number_of_courses DESC",False
407,course_teach,Show names of teachers that teach at least two courses.,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,extra,SELECT INVALID,False,"SELECT t.Name FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID GROUP BY t.Teacher_ID, t.Name HAVING COUNT(DISTINCT ca.Course_ID) >= 2",True
408,course_teach,What are the names of the teachers who teach at least two courses?,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID  =  T2.Teacher_ID GROUP BY T2.Name HAVING COUNT(*)  >=  2,extra,SELECT INVALID,False,SELECT T2.Name FROM course_arrange AS T1 JOIN teacher AS T2 ON T1.Teacher_ID = T2.Teacher_ID GROUP BY T1.Teacher_ID HAVING COUNT(DISTINCT T1.Course_ID) >= 2,True
409,course_teach,List the names of teachers who have not been arranged to teach courses.,SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange),hard,"SELECT Teacher_ID FROM course_arrange` only returns teachers who ARE arranged, which is the opposite of what we want.",False,SELECT Name FROM teacher WHERE Teacher_ID NOT IN ( SELECT DISTINCT Teacher_ID FROM course_arrange ),True
410,course_teach,What are the names of the teachers whose courses have not been arranged?,SELECT Name FROM teacher WHERE Teacher_id NOT IN (SELECT Teacher_id FROM course_arrange),hard,SELECT INVALID,False,SELECT Name FROM teacher WHERE Teacher_ID NOT IN (SELECT Teacher_ID FROM course_arrange),True
411,museum_visit,How many visitors below age 30 are there?,SELECT count(*) FROM visitor WHERE age  <  30,easy,SELECT count(*) FROM visitor WHERE Age < 30,True,SELECT COUNT(*) FROM visitor WHERE Age < 30,True
412,museum_visit,"Find the names of the visitors whose membership level is higher than 4, and order the results by the level from high to low.",SELECT name FROM visitor WHERE Level_of_membership  >  4 ORDER BY Level_of_membership DESC,medium,SELECT visitor.Name FROM visitor WHERE visitor.Level_of_membership > 4 ORDER BY visitor.Level_of_membership DESC,True,SELECT Name FROM visitor WHERE Level_of_membership > 4 ORDER BY Level_of_membership DESC,True
413,museum_visit,What is the average age of the visitors whose membership level is not higher than 4?,SELECT avg(age) FROM visitor WHERE Level_of_membership  <=  4,easy,SELECT INVALID,False,SELECT AVG(Age) FROM visitor WHERE Level_of_membership <= 4,True
414,museum_visit,"Find the name and membership level of the visitors whose membership level is higher than 4, and sort by their age from old to young.","SELECT name ,  Level_of_membership FROM visitor WHERE Level_of_membership  >  4 ORDER BY age DESC",medium,"SELECT visitor.Name, visitor.Level_of_membership FROM visitor WHERE visitor.Level_of_membership > 4 ORDER BY visitor.Age DESC",True,"SELECT Name, Level_of_membership FROM visitor WHERE Level_of_membership > 4 ORDER BY Age DESC",True
415,museum_visit,Find the id and name of the museum that has the most staff members?,"SELECT museum_id ,  name FROM museum ORDER BY num_of_staff DESC LIMIT 1",medium,SELECT INVALID,False,"SELECT Museum_ID, Name FROM museum ORDER BY Num_of_Staff DESC LIMIT 1",True
416,museum_visit,Find the average number of staff working for the museums that were open before 2009.,SELECT avg(num_of_staff) FROM museum WHERE open_year  <  2009,easy,SELECT AVG(museum.Num_of_Staff) FROM museum WHERE museum.Open_Year < 2009,True,SELECT AVG(Num_of_Staff) FROM museum WHERE CAST(Open_Year AS INTEGER) < 2009,True
417,museum_visit,What are the opening year and staff number of the museum named Plaza Museum?,"SELECT Num_of_Staff ,  Open_Year FROM museum WHERE name  =  'Plaza Museum'",easy,"SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum'",False,"SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum'",False
418,museum_visit,find the names of museums which have more staff than the minimum staff number of all museums opened after 2010.,SELECT name FROM museum WHERE num_of_staff  >  (SELECT min(num_of_staff) FROM museum WHERE open_year  >  2010),hard,SELECT INVALID,False,SELECT Name FROM museum WHERE Num_of_Staff > ( SELECT MIN(Num_of_Staff) FROM museum WHERE Open_Year > '2010' ),True
419,museum_visit,"find the id, name and age for visitors who visited some museums more than once.","SELECT t1.id ,  t1.name ,  t1.age FROM visitor AS t1 JOIN visit AS t2 ON t1.id  =  t2.visitor_id GROUP BY t1.id HAVING count(*)  >  1",extra,SELECT INVALID,False,"SELECT T1.ID, T1.Name, T1.Age FROM visitor AS T1 JOIN visit AS T2 ON T1.ID = T2.visitor_ID GROUP BY T2.visitor_ID, T2.Museum_ID HAVING COUNT(*) > 1",False
